Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 64.0.3282.186,,2018-03-10 21:44:12,2018-03-10 21:44:12,0.173s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:12,2018-03-10 21:44:12,0.244s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-10 21:44:12,2018-03-10 21:44:13,1.000s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:13,2018-03-10 21:44:14,0.130s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:14,2018-03-10 21:44:14,0.181s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-10 21:44:14,2018-03-10 21:44:15,1.002s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-10 21:44:15,2018-03-10 21:44:15,0.231s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:15,2018-03-10 21:44:16,1.035s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:16,2018-03-10 21:44:16,0.312s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:16,2018-03-10 21:44:21,4.368s,PASSED
switchToWindowTitle,Chrome 64.0.3282.186,,2018-03-10 21:44:21,2018-03-10 21:44:22,1.263s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:22,2018-03-10 21:44:23,0.974s,PASSED
takeScreenshot,Chrome 64.0.3282.186,,2018-03-10 21:44:23,2018-03-10 21:44:24,0.778s,PASSED
,,,,,,
Test Cases/existing user,Chrome 64.0.3282.186,,2018-03-10 21:44:24,2018-03-10 21:45:31,1m - 7.163s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-10 21:44:24,2018-03-10 21:44:28,3.515s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-10 21:44:28,2018-03-10 21:44:31,3.149s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:31,2018-03-10 21:44:33,1.976s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-10 21:44:33,2018-03-10 21:44:33,0.416s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-10 21:44:33,2018-03-10 21:44:33,0.246s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:33,2018-03-10 21:44:36,2.494s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:36,2018-03-10 21:44:39,3.410s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:39,2018-03-10 21:44:40,0.218s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-10 21:44:40,2018-03-10 21:44:40,0.336s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:40,2018-03-10 21:44:44,3.606s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:44,2018-03-10 21:44:46,2.872s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:46,2018-03-10 21:44:47,0.381s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:44:47,2018-03-10 21:45:04,17.376s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:45:04,2018-03-10 21:45:31,26.714s,FAILED
,,,,,,
Test Cases/Purchase_newuser_Accesscode,Chrome 64.0.3282.186,Purchase via dashboard using access code for a new registered user,2018-03-10 21:45:31,2018-03-10 21:45:38,7.415s,ERROR
openBrowser,Chrome 64.0.3282.186,,2018-03-10 21:45:32,2018-03-10 21:45:36,4.676s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-10 21:45:36,2018-03-10 21:45:38,1.694s,PASSED
click,Chrome 64.0.3282.186,,2018-03-10 21:45:38,2018-03-10 21:45:38,0.006s,PASSED
